10
10 30
3403 4650 4264
8257 9667 9478
2794 5221 4754
4909 6314 2977
1375 8852 5377
1023 3628 398
4844 6746 5201
1026 9030 7272
5627 9894 985
1546 5289 5961
5225 6827 383
3783 8494 9619
2876 6849 6527
6570 6634 2991
9126 9874 6983
548 1877 4277
5618 9532 5670
3821 3920 2236
2476 5203 886
3888 5833 6484
4516 6571 7654
6409 7612 7921
5161 6768 6684
2138 7189 3658
7895 9664 3851
3160 5415 7843
6086 6905 4256
2731 9205 3815
2775 9806 8882
2217 9286 968
50 3794 4107
7411 9444 91
248 2052 6177
1777 2613 7343
5158 6940 7849
433 8953 990
2903 6325 910
3267 8586 7575
3657 9537 9966
5574 8586 9818
635 5824 1093
4607 8675 5573
8290 8661 3629
7740 8246 9005
842 7563 9573
4141 4225 4384
697 1072 4352
2053 5284 9930
1609 8649 5057
2482 7039 4150
135 2676 6565
1137 5656 4279
348 2193 2289
1082 9030 6503
2797 6304 2861
2879 3599 3935
6014 9663 4080
3287 7128 503
253 6925 6109
2658 6841 3151
6531 7373 1486
469 9262 9614
239 5814 1279
4827 5122 8699
7767 9877 7534
3631 7709 6954
1114 7676 7488
26 4541 1912
3073 9006 7527
4391 4635 3209
2947 5772 962
634 4316 1217
436 4922 1764
7915 8890 8049
1159 3380 1418
1684 2039 9285
3226 4332 1382
4101 6696 7291
1965 3373 3392
3107 9633 8197
841 3270 6479
3259 3742 529
2847 6871 2500
1100 8217 7912
2053 5535 2839
2611 7038 2086
1182 8132 6629
5029 7443 8169
677 7815 1945
4 7408 524
1338 8957 8938
1559 7804 4501
6910 7431 7637
2009 6531 2926
4925 6873 6971
36 971 9632
1620 4994 6189
349 8794 5541
5922 9560 4711
1950 9859 5087
5437 8925 8506
3939 6409 4421
881 1811 5470
6788 8066 5422
4120 4593 6231
1679 5406 2416
785 7582 2934
6176 6929 7193
4813 7890 1554
4930 8606 1631
2654 3277 8776
280 3300 9349
8930 9490 5024
1956 5825 8478
2766 2837 1489
3252 4426 6662
3168 7315 5288
6758 9039 8206
3276 3691 2628
2852 8460 2264
2106 4921 8853
2271 6655 8691
6408 8795 5573
3246 6905 1769
2881 2882 583
2033 8121 9878
273 6087 7678
1133 1952 4106
5258 7549 9056
6244 7522 147
985 8198 7788
2550 7123 5396
628 4425 2537
9805 9998 90
5898 9968 1841
1114 2042 9215
4439 9205 5084
1216 6794 7567
2906 3674 1953
1045 7118 6635
1648 2993 5162
931 1653 5436
65 5244 8694
359 3563 1018
1092 2045 3077
4331 8908 5228
4721 5710 7343
2587 7912 6353
4712 9394 1093
2026 5924 4623
4936 9894 5499
7573 9423 2812
5807 7252 1748
2199 5078 9435
1486 8370 4192
4494 8761 8041
6852 7461 868
7133 7902 9384
790 8004 7065
5873 9976 4154
9432 9577 342
3554 9127 7057
7605 8735 465
4363 6817 4134
695 6082 9315
4521 6037 1992
3338 6790 8299
772 8747 70
4738 8007 6965
6988 7614 1584
5243 7486 2123
5136 7858 6170
7348 8711 2749
2888 4381 4034
4744 6024 6876
2761 7770 2596
919 9184 6541
4798 9887 6811
499 6314 4555
704 1109 42
334 7036 9884
2231 2644 5818
2768 7235 761
1295 5942 1126
1876 9128 1159
3725 8228 8005
4832 4990 4106
2424 8332 1751
398 6057 860
713 9978 9539
1204 7768 9802
932 3244 5711
2513 7122 2368
5096 8650 4257
7456 8522 2773
6909 7232 4229
3270 8952 5704
2099 9971 3599
1413 4882 1244
5639 7582 7411
4461 9743 2466
1461 3882 1538
5266 6045 869
2600 3493 2343
906 3204 3035
6250 6267 8226
1568 3250 762
2978 9903 771
3793 5349 5160
7056 8135 3227
1395 2376 9703
875 8296 6191
3958 5357 2175
8592 9070 670
3572 8039 3118
2202 3831 2853
3991 8645 4029
847 2472 1599
541 6095 3492
771 4219 6866
4447 7599 2048
2392 3493 2903
7976 8984 4147
51 6482 8985
3387 3955 220
3514 5508 8033
2539 2821 8456
1553 1848 5153
1110 8437 5865
934 2860 4671
9384 9447 5445
9631 9770 724
4977 5833 4817
2998 5027 2741
4142 6327 8190
5223 6334 6480
1312 8408 7508
4796 7646 7802
1583 6886 8542
3846 9301 3992
4378 6771 9430
3391 3623 1580
507 4478 49
2603 6899 1570
2783 8150 6717
3646 5958 9131
1066 2168 6202
6341 9222 3897
4780 8666 5350
2485 4671 875
3910 8309 1533
2407 8461 7354
406 663 4911
4128 5949 4804
991 7988 3827
5989 9296 7961
1022 4708 8044
1399 4024 19
534 8321 2139
3014 7276 9963
3112 8329 6789
4798 7749 7929
2142 7353 8117
385 5319 4779
4291 4445 9140
1274 9918 8745
1677 7615 9687
3728 5097 3431
1960 6260 9353
4353 5924 5388
1216 6730 8538
1404 6758 8066
1515 4626 7143
4959 5562 3567
1075 3813 284
1570 2372 7218
6245 7529 5847
2128 2494 8257
3051 8112 7357
1348 8605 3490
5932 6380 5714
1084 3816 392
5000 9649 6532
954 3228 768
3623 4350 937
5561 8983 8747
8633 9102 3450
1984 2450 205
834 4796 991
7924 8033 8263
1202 3468 9388
4910 6634 705
2827 4932 2508
7308 8652 4956
3448 9303 8492
3791 4917 3527
8109 9761 5962
5005 6557 335
3189 9838 6366
6178 6696 3451
961 8695 5593
2513 7298 9896
1514 8147 6237
1397 1473 6033
284 4537 3388
371 4894 3523
2433 5478 7733
166 196 9024
2629 4380 1083
1510 5321 641
3722 8840 9464
4753 7571 2129
4941 7013 6594
7670 8371 806
5410 6599 3964
1579 2922 9314
6141 6536 1551
1735 9650 3579
9735 9845 8569
1554 4538 7815
6047 9187 2262
6438 7385 3579
4426 9164 1181
3553 4186 4150
6630 9151 2782
3939 5087 8344
820 1491 8506
1269 8697 3624
85 2735 3987
3054 4691 6342
5098 6737 3701
7162 8749 4157
289 7243 2996
6707 7699 5772
1464 1963 9015
2023 8367 2758
1142 3424 6900
2538 2660 4088
484 5363 6141
4018 4120 923
625 5338 7403
364 2550 698
1460 4088 3514
7151 7635 2756
2007 8558 9397
5285 6414 6550
5504 7945 1250
2655 4962 5954
3251 4747 7296
44 8379 1108
1239 2266 8383
1006 3508 246
2537 5478 7007
1440 4302 3889
3954 7100 317
4049 4888 8695
3440 5636 4412
2729 7591 2574
6371 6958 8208
3237 3757 974
5853 9446 4687
2877 3648 6798
546 6706 4587
449 640 1339
5207 5619 3114
723 7194 3754
549 6867 9720
1082 2632 4864
6681 9462 1824
5601 6973 6015
3260 8236 1893
1014 2929 3266
1903 5071 6327
6041 6354 3788
348 6185 5027
1818 6948 3854
6627 7821 2011
4702 6915 8406
4054 9348 280
5587 5686 8303
4239 6720 540
5426 6038 8358
300 2667 204
8440 9597 6955
2726 9439 7484
1808 5745 7368
714 7196 8653
5034 8986 165
977 2123 7156
2319 2388 8285
485 981 8589
7693 8935 9338
2677 9878 415
5432 9189 471
3432 9588 8144
6745 8335 1671
3980 4724 4604
423 4034 1873
2546 5371 193
2996 6806 1807
891 4021 1486
1294 5590 4582
1343 9578 5212
1932 5540 4456
1452 2158 2957
9607 9712 8791
3214 6706 4996
7143 8351 9436
3644 6199 308
286 7509 5273
6245 8294 1117
7325 7584 3914
1229 8557 9059
7253 9129 7138
5242 6498 5936
887 3549 1732
1327 9955 4381
5817 9343 2881
1219 9260 6412
109 2255 7089
5682 8313 2280
1075 7046 4549
713 4875 2465
874 4696 4619
5647 9771 8050
1009 4161 9154
3618 7187 1733
534 4212 3584
7426 8124 4425
1264 6744 49
4019 9089 1457
851 7212 2979
347 2367 6384
8460 9154 7023
2174 7644 6947
5051 8332 7610
847 6896 2335
254 3835 8300
916 4790 8940
3648 5323 623
8757 9770 4945
3062 9492 8876
3201 8971 6593
7838 9185 3170
7504 9660 1637
1353 3103 5351
1031 5021 6604
3203 8156 7747
6039 6449 8128
5340 6297 298
104 7682 1738
6265 8967 5162
2009 4459 4136
78 7175 3958
731 8613 9948
